**** BEGIN LOGGING AT Wed Apr 18 22:05:42 2018

Apr 18 22:05:42 *	Now talking on #shade
Apr 19 22:55:06 <xan62>	!roulette all
Apr 19 22:55:06 <bhsr>	Has any invite player roulette all-ed and not lost LOL
Apr 19 22:55:07 <fourteentheagle>	!points
Apr 19 22:55:07 <streamelements>	@FourteenthEagle, FourteenthEagle has 360 points and is rank 878/14867 on the leaderboard.
Apr 19 22:55:10 <rustk1ng>	wtf
Apr 19 22:55:10 <xan62>	!points
Apr 19 22:55:10 <streamelements>	@xan62, xan62 has 10 points and is rank 8273/14867 on the leaderboard.
Apr 19 22:55:12 <jetz_>	!roulette all
Apr 19 22:55:12 *	streamelements Jetz_ went all in and lost every single one of his 25 points LUL
Apr 19 22:55:12 <gungown>	!duel @aim 40
Apr 19 22:55:13 <rustk1ng>	aim is that your emote
Apr 19 22:55:13 <meyytf>	!roulette all
Apr 19 22:55:13 *	streamelements meyytf went all in and lost every single one of his 100 points LUL
Apr 19 22:55:14 <xan62>	!roulette all
Apr 19 22:55:18 <b3arodactyl>	bro this shits rigged everyone has lost all
Apr 19 22:55:19 <b3arodactyl>	im pissed
Apr 19 22:55:21 <xan62>	!rou
**** ENDING LOGGING AT Thu Apr 19 22:55:21 2018

**** BEGIN LOGGING AT Thu Apr 19 22:55:21 2018

Apr 19 22:55:22 <silentwrath777>	habibi PogChamp
Apr 19 22:55:23 <input_user>	!roulette 10
Apr 19 22:55:23 *	streamelements Input_user lost 10 points in roulette and now has 20 points! FeelsBadMan
Apr 19 22:55:23 <truktruk>	slemgod
Apr 19 22:55:23 <admiiral__>	!roulette all
Apr 19 22:55:24 <xan62>	!roulette all
Apr 19 22:55:24 *	streamelements xan62 went all in and lost every single one of his 10 points LUL
Apr 19 22:55:25 <promenadetf>	!roulette all
Apr 19 22:55:26 <frootaloo>	!rouletTe 150
Apr 19 22:55:26 *	streamelements Frootaloo lost 150 points in roulette and now has 385 points! FeelsBadMan
Apr 19 22:55:26 <taggerson>	!roulette 150
Apr 19 22:55:27 <skeez_>	!roulette all
Apr 19 22:55:27 <streamelements>	@skeez_, you dont have any points to roulette FeelsBadMan
Apr 19 22:55:28 <ev_vvv>	!roulette all
Apr 19 22:55:28 <coyotetf>	!roulette all
Apr 19 22:55:28 <bballdaniel3>	!followage
Apr 19 22:55:28 <frootaloo>	wtf
Apr 19 22:55:28 <crazyycow>	LUL rekk
Apr 19 22:55:28 <putridgoblin>	!roulette all
Apr 19 22:55:28 <yourtraumaqueen>	!roulette all
Apr 19 22:55:29 *	streamelements PogChamp putridgoblin went all in and won 55 points PogChamp he now has 110 points FeelsGoodMan
Apr 19 22:55:30 <fly_xd>	!followage
Apr 19 22:55:31 <phorofor_>	!roulette all
Apr 19 22:55:31 <streamelements>	@phorofor_, you dont have any points to roulette FeelsBadMan
Apr 19 22:55:31 <skeez_>	ok
Apr 19 22:55:32 <bhsr>	@b3arodactyl i won mine im sry
Apr 19 22:55:33 <ev_vvv>	!points
Apr 19 22:55:33 <streamelements>	@ev_vvv, ev_vvv has 0 points and is rank 14738/14867 on the leaderboard.
Apr 19 22:55:33 <bunnespin>	Shade isn't UGC Steel LUL
Apr 19 22:55:33 <libras>	!roulette all
Apr 19 22:55:34 <ponpon___>	@StreamElements con artist
Apr 19 22:55:34 <beelthazus>	!roulette all
Apr 19 22:55:34 *	streamelements Beelthazus went all in and lost every single one of his 859 points LUL
Apr 19 22:55:35 <kobaiatf_>	SLEMNISH FUCKING PogChamp
Apr 19 22:55:36 <ireperson>	kurus russ
Apr 19 22:55:36 <corunson>	fucking slem
Apr 19 22:55:37 <coyotetf>	!points
Apr 19 22:55:37 <masterduck>	!roulette all
Apr 19 22:55:37 *	streamelements masterDuck went all in and lost every single one of his 80 points LUL
Apr 19 22:55:37 <jetz_>	how am i supposed to save up for my twitch fiat with this rigged roll
Apr 19 22:55:37 <gungown>	!duel @b3arodactyl 20
Apr 19 22:55:38 <jiyuunii>	!roulette 20
Apr 19 22:55:38 <itsjoshhhhhhh>	!roulette all
Apr 19 22:55:38 *	streamelements jiyuunii lost 20 points in roulette and now has 1305 points! FeelsBadMan
Apr 19 22:55:38 <liam_i3>	!roulette 20
Apr 19 22:55:39 <corunson>	honestly
Apr 19 22:55:39 <frootaloo>	ok thjis is actually rigged
Apr 19 22:55:40 <metna>	this is 1st half right?
Apr 19 22:55:40 <corvosnow>	!roulette
Apr 19 22:55:40 <taggerson>	!roulette 130
Apr 19 22:55:40 <etherr_>	!roulette all
Apr 19 22:55:41 *	streamelements etherr_ went all in and lost every single one of his 5 points LUL
Apr 19 22:55:41 <masterduck>	D:
Apr 19 22:55:42 <spacecadethx>	gambling is bad bear, learn
Apr 19 22:55:43 <ram________>	!roulette all
Apr 19 22:55:43 *	streamelements Ram________ went all in and lost every single one of his 95 points LUL
Apr 19 22:55:46 <fourteentheagle>	>Gambles everything with unfavorable odds, claims rigged when loses.
Apr 19 22:55:46 <ponpon___>	@StreamElements CON ARTIST
Apr 19 22:55:47 <input_user>	!roulette 5
Apr 19 22:55:47 <4gottenz>	cfr90aerfue89rfe9rw8ur98ferw\
Apr 19 22:55:47 <ram________>	fuck ass
Apr 19 22:55:47 <sabretf2>	WAT
Apr 19 22:55:48 <skeez_>	al;dfSD89FYASODFAS9FDA
Apr 19 22:55:48 <juse__>	the nish
Apr 19 22:55:48 <truktruk>	HOLY
Apr 19 22:55:48 <randomcookie12>	OOOO
Apr 19 22:55:48 <4gottenz>	wif9wefaweiofjaiwfverueirj
Apr 19 22:55:49 <azaza909>	its actually rigged wtf
Apr 19 22:55:49 <crazyycow>	LMAO
Apr 19 22:55:49 <zirtonic>	PogChamp
Apr 19 22:55:49 <skyf00gle>	LUL
Apr 19 22:55:49 <skeez_>	SDFLASDF.L/ZXKCJV98CFZDI
Apr 19 22:55:49 <bork_oof>	WOW
Apr 19 22:55:49 <farva_bean>	slem god
Apr 19 22:55:49 <witnesstf2>	WHAT
Apr 19 22:55:49 <spaceghostscoffee_>	adf;haddfas
Apr 19 22:55:49 <lux09>	LUL
Apr 19 22:55:49 <gungown>	LMFAO
Apr 19 22:55:49 <aim>	when slemnish is on sniper and headshots medics with uber aim1Whew
Apr 19 22:55:50 <taggerson>	!roulette 150
Apr 19 22:55:50 <chordeden>	GODMODE
Apr 19 22:55:50 <zeekaptain>	RIP
Apr 19 22:55:50 <chance_l>	hes so good
Apr 19 22:55:50 <skeez_>	\AF.D,KZSJ.FLJD9SF8U-93EFCLOE4KT
Apr 19 22:55:50 <moshes_w_wolves>	LUL +2
Apr 19 22:55:50 <64a_rh0mbus>	SLEMNISH
Apr 19 22:55:50 <farva_bean>	holy shit
Apr 19 22:55:51 <corvekson>	moron
Apr 19 22:55:51 <itsjoshhhhhhh>	lmao
Apr 19 22:55:51 <mcfoolin>	OMG
Apr 19 22:55:51 <brutaltf>	@aim missing all his rockets at lan and connecting one on their roamer aim1Whew
Apr 19 22:55:51 <charis_bruh>	slinDrop
Apr 19 22:55:51 <crazyycow>	HE HITS THAT
Apr 19 22:55:51 <opscrubs>	NUT
Apr 19 22:55:51 <vitorggeller>	PogChamp !
Apr 19 22:55:51 <osplo>	!
Apr 19 22:55:51 <dhs_funds>	PogChamp
Apr 19 22:55:51 <scirios>	EL FARMO
Apr 19 22:55:51 <skeez_>	SHVGKL;XCBMJ;LXCBU809-T5HC
Apr 19 22:55:51 <corvosnow>	!roulette all
Apr 19 22:55:51 <rustk1ng>	holy shit
Apr 19 22:55:52 <corunson>	KFDSOBINL,R\
Apr 19 22:55:52 <juse__>	THE FUCKIN NISH LUL
Apr 19 22:55:52 <darkxk>	what
Apr 19 22:55:52 <skrublord99>	OMG
Apr 19 22:55:52 <4gottenz>	aweodawed0awejfioawjio
Apr 19 22:55:53 <skeez_>	HNVCLKMXCVB09XCJVB89XCUVBXJCVB
Apr 19 22:55:53 <libras>	FBtouchdown IT'S FBtouchdown GOOD FBtouchdown
Apr 19 22:55:53 <mellotf2_>	EleGiggle EleGiggle EleGiggle
Apr 19 22:55:53 <64a_rh0mbus>	+2
Apr 19 22:55:53 <progradetf2>	HES TOO GOOD
Apr 19 22:55:53 <mcfoolin>	!!!!!
Apr 19 22:55:53 <sharkitect>	slem god
Apr 19 22:55:53 <sandskeleton>	+2
Apr 19 22:55:53 <saleen375>	LUL
Apr 19 22:55:53 <bl4ze_it_now_and_later>	PogChamp
Apr 19 22:55:54 <dubitable>	goodbye
Apr 19 22:55:54 <wild_rumpus>	LMAOOOO
Apr 19 22:55:54 <yauch>	PO<MG
Apr 19 22:55:54 <dankk_>	shdeChamp shdeChamp shdeChamp shdeChamp shdeChamp shdeChamp shdeChamp
Apr 19 22:55:54 <sabretf2>	HOLY SHIT
Apr 19 22:55:54 <protooooooo>	PogChamp
Apr 19 22:55:54 <zeekaptain>	RIP RIP RIP RIP RIP RIP RIP RIP RIP RIP RIP RIP
Apr 19 22:55:54 <skeez_>	XVCBLKNXC;VKLBXC98BUXCV09-BXCVBLKXCJVB
Apr 19 22:55:55 <ram________>	⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⠋⠉⠙⠻⠏⠀⠀⠀⠈⠀⠉⠉⠙⠛⢿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⠟⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠙⠻⣿⣿⣿ ⣿⣿⣏⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠹⣿⣿ ⠿⠛⠉⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠘⢿ ⣿⡆⠀⠀⠀⠀⠀⠀⠀⣀⡀⠀⢀⣀⡀⡀⠀⠀⠀⠀⠀⠀⠀⠀⠸ ⡿⠁⠀⠀⠀⠀⠀⠀⠀⢹⣿⣿⣿⣿⣿⣿⣶⣶⣤⠀⠀⠀⠀⠀⠀ ⣷⣦⣤⣄⢀⡀⠀⠀⠀⣰⣿⣿⣿⣿⣿⣿⣿⣿⡏⠀⠀⠀⠀⣠⣾ ⣿⣿⣿⣿⣿⡿⠀⢀⣿⣏⣽⢉⣟⣿⣿⣿⢿⠛⠩⠀⢀⠀⠀⣿⣿ ⣿⣿⣿⣿⣿⡇⠀⢸⣿⣿⣿⣿⣿⣿⣿⡧⢾⣦⣤⢀⣿⣿⣶⣿⣿ ⣿⣿⣿⣿⣿⣧⠀⠈⢛⠿⠿⣿⣿⣿⡿⢷⣼⣿⡿⣺⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣇⠀⠁⣶⣷⣶⣿⣿⣷⡄⡠⢀⣼⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣦⠀⢻⣿⣿⣿⣿⡿⠀⣴⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣿⣷⡘⠿⣿⣦⡤⢂⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣶⣶⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
Apr 19 22:55:55 <b3arodactyl>	LOL WTF WAS THAT
Apr 19 22:55:55 <arryulive>	S L E M D A D D Y
Apr 19 22:55:55 <supahkiwi_>	NOOOOTTT
Apr 19 22:55:55 <h5tf2>	Ascent Sniper
Apr 19 22:55:55 <sunny30g>	oh my god
Apr 19 22:55:55 <admiiral__>	oof
Apr 19 22:55:55 <witnesstf2>	HOLY SHIT
Apr 19 22:55:55 <taggerson>	!roulette 130
Apr 19 22:55:55 <br0king>	slemnish is a man on a mission....
Apr 19 22:55:55 <vovnsons>	JKanStyle StoneLightning TheRinger RedCoat BCWarrior
Apr 19 22:55:55 <skeez_>	'XVCLKNBKLXCVBX8CVB=0XCVB9XC
Apr 19 22:55:56 <ps3ia>	SLEM NASTY
Apr 19 22:55:56 <ireperson>	+67
Apr 19 22:55:56 <zeekaptain>	RIP RIP RIP RIP RIP RIP RIP RIP RIP RIP RIP RIP RIP RIP RIP RIP RIP RIP RIP RIP RIP RIP
Apr 19 22:55:56 <corunson>	BROOOOOOOOO
Apr 19 22:55:56 <exiletf>	goodbye
Apr 19 22:55:57 <truktruk>	ULTIMATE GAMERS
Apr 19 22:55:57 <scirios>	@zeekaptain CLIP
Apr 19 22:55:57 <mackeytf>	LOL
Apr 19 22:55:57 <sunny30g>	wtf
Apr 19 22:55:57 <ev_vvv>	jesus fucking christ
Apr 19 22:55:58 <ruolok>	GOD
Apr 19 22:55:58 <thenamesklaus>	!roulette all
Apr 19 22:55:58 <dongaconga>	bannyFear bannyFear bannyFear bannyFear bannyFear bannyFear
Apr 19 22:55:58 <yellwcape>	shdeThinking shdeThinking shdeThinking shdeThinking
Apr 19 22:55:58 <raebeht>	rekt and kekt
Apr 19 22:55:58 <kobaiatf_>	+2
Apr 19 22:55:58 <breadboy>	YIKES
Apr 19 22:55:58 <streamelements>	@TheNamesKlaus, you dont have any points to roulette FeelsBadMan
Apr 19 22:55:59 <k4cks>	HAHAHAAA
Apr 19 22:55:59 <spaceghostscoffee_>	SLEMNISH IS INSANE
Apr 19 22:55:59 <yauch>	HOLY FUCj
Apr 19 22:55:59 <jetz_>	THE N I S H
Apr 19 22:55:59 <catcube>	hobbPoo
Apr 19 22:55:59 <k_r_a_f_t>	SLEM trukNut
Apr 19 22:55:59 <scratchhxd>	FBtouchdown IT'S FBtouchdown GOOD FBtouchdown
Apr 19 22:56:00 <phorofor_>	⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⠋⠉⠙⠻⠏⠀⠀⠀⠈⠀⠉⠉⠙⠛⢿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⠟⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠙⠻⣿⣿⣿ ⣿⣿⣏⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠹⣿⣿ ⠿⠛⠉⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠘⢿ ⣿⡆⠀⠀⠀⠀⠀⠀⠀⣀⡀⠀⢀⣀⡀⡀⠀⠀⠀⠀⠀⠀⠀⠀⠸ ⡿⠁⠀⠀⠀⠀⠀⠀⠀⢹⣿⣿⣿⣿⣿⣿⣶⣶⣤⠀⠀⠀⠀⠀⠀ ⣷⣦⣤⣄⢀⡀⠀⠀⠀⣰⣿⣿⣿⣿⣿⣿⣿⣿⡏⠀⠀⠀⠀⣠⣾ ⣿⣿⣿⣿⣿⡿⠀⢀⣿⣏⣽⢉⣟⣿⣿⣿⢿⠛⠩⠀⢀⠀⠀⣿⣿ ⣿⣿⣿⣿⣿⡇⠀⢸⣿⣿⣿⣿⣿⣿⣿⡧⢾⣦⣤⢀⣿⣿⣶⣿⣿ ⣿⣿⣿⣿⣿⣧⠀⠈⢛⠿⠿⣿⣿⣿⡿⢷⣼⣿⡿⣺⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣇⠀⠁⣶⣷⣶⣿⣿⣷⡄⡠⢀⣼⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣦⠀⢻⣿⣿⣿⣿⡿⠀⣴⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣿⣷⡘⠿⣿⣦⡤⢂⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣶⣶⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
Apr 19 22:56:01 <catjaz63>	SLEMGOD
Apr 19 22:56:01 <jiyuunii>	SO ANGRY CANT TYPE
Apr 19 22:56:01 <scirios>	@zeekaptain CLIP IN 5
Apr 19 22:56:03 <nightfaul>	carnageRolled carnageRolledcarnageRolled
Apr 19 22:56:03 <jynxeddd>	VAC
Apr 19 22:56:04 <randomcookie12>	FBtouchdown ITS FBtouchdown GOOD FBtouchdown
Apr 19 22:56:04 <scirios>	@zeekaptain CLIPPY
Apr 19 22:56:05 <zeekaptain>	@scirios HURRY
Apr 19 22:56:07 <iicapturedii>	PogChamp
Apr 19 22:56:07 <kpbgt>	!points
Apr 19 22:56:08 <admiiral__>	!roulette all
Apr 19 22:56:08 <streamelements>	@Kpbgt, Kpbgt has 60 points and is rank 3730/14867 on the leaderboard.
Apr 19 22:56:08 <mcfoolin>	PogChamp PogChamp PogChamp PogChamp
Apr 19 22:56:08 <fly_xd>	LUL
Apr 19 22:56:09 <rodrigo_dgl>	VAC forsenE
Apr 19 22:56:09 <dellaaa>	Bye.
Apr 19 22:56:09 <skeez_>	ヽ༼ຈل͜ຈ༽ﾉ RAISE YOUR DONGERS ヽ༼ຈل͜ຈ༽ﾉ
Apr 19 22:56:12 <truktruk>	ヽ༼ຈل͜ຈ༽ﾉ RAISE YOUR DONGERS ヽ༼ຈل͜ຈ༽ﾉ
Apr 19 22:56:13 <itnac>	slemdog millionaire Kreygasm
Apr 19 22:56:14 <corvekson>	nice job milking uber pushing a sniper man
Apr 19 22:56:14 <mr_steal_youre_girl>	shade put a gypsy curse on him
Apr 19 22:56:15 <yourtraumaqueen>	!roulette akk
Apr 19 22:56:15 <input_user>	!points
Apr 19 22:56:16 <streamelements>	@Input_user, Input_user has 20 points and is rank 6900/14867 on the leaderboard.
Apr 19 22:56:17 <xan62>	whos winning rn
Apr 19 22:56:18 <currybowl>	OH FUCK
Apr 19 22:56:20 <feeshmaster>	Drop 2
Apr 19 22:56:20 <scirios>	@zeekaptain https://clips.twitch.tv/create
Apr 19 22:56:20 <yourtraumaqueen>	!roulette all
Apr 19 22:56:21 <bballdaniel3>	wtf
Apr 19 22:56:21 <ev_vvv>	hey b4nny ( ° ͜ʖ͡°)╭∩╮
Apr 19 22:56:21 <admiiral__>	888 views poggers
Apr 19 22:56:24 <currybowl>	SLEMNISH
Apr 19 22:56:25 <juse__>	ヽ༼ຈل͜ຈ༽ﾉ RAISE YOUR DONGERS ヽ༼ຈل͜ຈ༽ﾉ
Apr 19 22:56:25 <qjkxkcd>	4-2 froyo
Apr 19 22:56:25 <shiningstar__>	!roulette all
Apr 19 22:56:25 <zeekaptain>	@scirios bruh
Apr 19 22:56:25 *	streamelements ShiningStar__ went all in and lost every single one of his 135 points LUL
Apr 19 22:56:25 <scirios>	@zeekaptain WAIT A SEC
Apr 19 22:56:28 <mellotf2_>	slemnish bming shade.. bad move kiddo 4Head
Apr 19 22:56:28 <promenadetf>	!roulette all
Apr 19 22:56:28 <streamelements>	@promenadetf, you dont have any points to roulette FeelsBadMan
Apr 19 22:56:29 <coyotetf>	!roulette all
Apr 19 22:56:31 <beestf>	try to get 3 drops in a row
Apr 19 22:56:32 <silentwrath777>	raise your dongers? is this 2013 LUL
Apr 19 22:56:32 <nightfaul>	NO STV MIND YOU
Apr 19 22:56:32 <scirios>	@zeekaptain https://clips.twitch.tv/PlumpFlaccidOctopusDBstyle?tt_medium=create
Apr 19 22:56:35 <yourtraumaqueen>	bannyThink
Apr 19 22:56:35 <scirios>	@zeekaptain CLIP https://clips.twitch.tv/PlumpFlaccidOctopusDBstyle?tt_medium=create
Apr 19 22:56:38 <yourtraumaqueen>	!points
Apr 19 22:56:38 <streamelements>	@yourtraumaqueen, yourtraumaqueen has 0 points and is rank 14381/14867 on the leaderboard.
Apr 19 22:56:38 <moshes_w_wolves>	ヽ༼ຈل͜ຈ༽ﾉ GET READY TO CROMBLE ヽ༼ຈل͜ຈ༽ﾉ
Apr 19 22:56:39 <ps3ia>	👌 slem 👀 nasty
Apr 19 22:56:40 <dongaconga>	https://clips.twitch.tv/DullAlertAlligatorRaccAttack
Apr 19 22:56:41 <taggerson>	!roulette 130
Apr 19 22:56:41 *	streamelements TAGgerson lost 130 points in roulette and now has 295 points! FeelsBadMan
Apr 19 22:56:42 <grendal27>	wtf shade?
Apr 19 22:56:44 <truktruk>	ヽ༼ຈل͜ຈ༽ﾉ RAISE YOUR DONGERS ヽ༼ຈل͜ຈ༽ﾉ
Apr 19 22:56:45 <4gottenz>	jynxeddd: hey b4nny ( ° ͜ʖ͡°)╭∩╮
Apr 19 22:56:45 <yourtraumaqueen>	ah that explains it
Apr 19 22:56:46 <khilcubed>	CRUMBLE
Apr 19 22:56:46 <masterduck>	here in my garage
Apr 19 22:56:47 <mofesola>	score?
Apr 19 22:56:48 <64a_rh0mbus>	bannyYikes
Apr 19 22:56:49 <itsjoshhhhhhh>	4-3
Apr 19 22:56:50 <lux09>	COMEBACK
Apr 19 22:56:50 <skeez_>	CHOK
Apr 19 22:56:50 <crazyycow>	THROWING
Apr 19 22:56:51 <k_r_a_f_t>	Slemnish the LAN dodger shdeThinking
Apr 19 22:56:51 <misterslin>	!roulette 500
Apr 19 22:56:52 *	streamelements MR_SLIN won 500 points in roulette and now has 4002 points! FeelsGoodMan
Apr 19 22:56:52 <n00bil_>	What's the score right now?
Apr 19 22:56:53 <64a_rh0mbus>	4-3
Apr 19 22:56:53 <yellwcape>	ASCENT :O
Apr 19 22:56:54 <apt____>	oooh
Apr 19 22:56:54 <skeez_>	FROYO CHOK
Apr 19 22:56:54 <skrublord99>	COMEBACK
Apr 19 22:56:54 <libras>	4-3
Apr 19 22:56:56 <ps3ia>	cromble
Apr 19 22:56:56 <jetz_>	LE CROMBLE
Apr 19 22:56:57 <juse__>	whats the map score
Apr 19 22:56:57 <witnesstf2>	Ruh roh
Apr 19 22:56:57 <jynxeddd>	ROMBLE
Apr 19 22:56:57 <mellotf2_>	PogChamp PogChamp PogChamp
Apr 19 22:56:57 <xan62>	Goooo ascent!
Apr 19 22:56:57 <gungown>	tfw there is still niggas waiting for tftv to start SMOrc SMOrc SMOrc SMOrc
Apr 19 22:56:58 <beef11111222>	how long b4 b4nny gets toxic
Apr 19 22:57:00 <promenadetf>	lets go ascent bois
Apr 19 22:57:00 <ev_vvv>	5-4 incoming
Apr 19 22:57:00 <bork_oof>	If ascent wins i will cry
Apr 19 22:57:00 <lavis01>	lmao why is he using the pan
Apr 19 22:57:01 <k4cks>	OMG
Apr 19 22:57:01 <mcfoolin>	7 am grand finals Kappa
Apr 19 22:57:03 <etherr_>	!roulette all
Apr 19 22:57:03 <streamelements>	@etherr_, you dont have any points to roulette FeelsBadMan
Apr 19 22:57:03 <corvosnow>	ascent win? bannySweat bannySweat bannySweat
Apr 19 22:57:04 <mellotf2_>	NURSEY <3
Apr 19 22:57:04 <beelthazus>	slin is a g
Apr 19 22:57:04 <lonelycheeyto>	REVERSE SWEEP
Apr 19 22:57:04 <skyf00gle>	how many maps have been played so far
Apr 19 22:57:05 <bhsr>	5-4 ascent leggo
Apr 19 22:57:05 <nip_nop_>	throwyo
Apr 19 22:57:06 <zirtonic>	#thirdplaceb4nny
Apr 19 22:57:06 <scirios>	FrankerZ WE FrankerZ MUST FrankerZ DOUBLE FrankerZ OUR FrankerZ MARMALOO FrankerZ SUPPORT FrankerZ
Apr 19 22:57:09 <taggerson>	!roulette 150
Apr 19 22:57:10 <jetz_>	SMorc
Apr 19 22:57:11 <crazyycow>	not 3 people
Apr 19 22:57:13 <ponpon___>	wheres the banny brain i've been hearing so much about?
Apr 19 22:57:14 <dellaaa>	B4NNY?
Apr 19 22:57:15 <skeez_>	FrankerZ WE FrankerZ MUST FrankerZ DOUBLE FrankerZ OUR FrankerZ MARMALOO FrankerZ SUPPORT FrankerZ
Apr 19 22:57:15 <crazyycow>	2
Apr 19 22:57:15 <etherr_>	FrankerZ WE FrankerZ MUST FrankerZ DOUBLE FrankerZ OUR FrankerZ MARMALOO FrankerZ SUPPORT FrankerZ
Apr 19 22:57:15 <bork_oof>	BibleThump
Apr 19 22:57:16 <qjkxkcd>	at least there's less spam in chat
Apr 19 22:57:16 <chance_l>	chokeington magoo
Apr 19 22:57:18 <ram________>	Cheeto on flank scout actually poisoned the entire team :o
Apr 19 22:57:18 <plainsv>	Crumble..
Apr 19 22:57:19 <jynxeddd>	go corsa
Apr 19 22:57:24 <witnesstf2>	https://clips.twitch.tv/SpicyDifferentStorkMVGame
Apr 19 22:57:24 <plainsv>	No pls
Apr 19 22:57:24 <vovnsons>	zike1017FeelsBoshyMan zike1017FeelsBoshyMan zike1017FeelsBoshyMan zike1017FeelsBoshyMan zike1017FeelsBoshyMan
Apr 19 22:57:25 <br0king>	what the crumble....
Apr 19 22:57:28 <sprite_tough>	@crazyycow 2 soldiers then shade
Apr 19 22:57:29 <progradetf2>	FrankerZ WE FrankerZ MUST FrankerZ DOUBLE FrankerZ OUR FrankerZ MARMALOO FrankerZ SUPPORT FrankerZ
Apr 19 22:57:29 <pannlord>	FrankerZ WE FrankerZ MUST FrankerZ DOUBLE FrankerZ OUR FrankerZ MARMALOO FrankerZ SUPPORT FrankerZ
Apr 19 22:57:31 <corunson>	LE CRUBMLE
Apr 19 22:57:31 <jetz_>	SMOrc me slemnish SMOrc me go sniper SMOrc me hit face SMOrc
Apr 19 22:57:31 *	stay_hydrated_bot @shade stayhyBottle You've been live for just over 2 hours. By this point in your broadcast you should have consumed at least 8oz (240mL) of water to maintain optimum hydration.
Apr 19 22:57:31 <scirios>	FrankerZ WE FrankerZ MUST FrankerZ DOUBLE FrankerZ OUR FrankerZ MARMALOO FrankerZ SUPPORT FrankerZ .
Apr 19 22:57:32 <currybowl>	score?
Apr 19 22:57:33 <commodoreredshirt>	5-4 5-4 5-4
Apr 19 22:57:34 <azaza909>	oh no
Apr 19 22:57:35 <gungown>	5-4 ASCENT
Apr 19 22:57:35 <b3arodactyl>	gg
Apr 19 22:57:36 <yellwcape>	ASCENT PogChamp
Apr 19 22:57:36 <dippidy>	ASCENT NOT TAKIN NO PRISONERS
Apr 19 22:57:37 <grendal27>	walk into a rocket bannyThink
Apr 19 22:57:38 <ev_vvv>	5-4 5-4
Apr 19 22:57:38 <currybowl>	LOL
Apr 19 22:57:38 <dhs_funds>	Ascent PogChamp
Apr 19 22:57:38 <protooooooo>	marmaloo is trash
Apr 19 22:57:38 <randomcookie12>	froyo cromble monkaS
**** ENDING LOGGING AT Thu Apr 19 22:57:39 2018

**** BEGIN LOGGING AT Thu Apr 19 22:57:39 2018

Apr 19 22:57:39 <moshes_w_wolves>	etalGrinch
Apr 19 22:57:39 <skeez_>	LE PRYOBO CHOK\
Apr 19 22:57:39 <4gottenz>	jinkies
Apr 19 22:57:39 <scirios>	5-4 ASCENT
Apr 19 22:57:39 <jynxeddd>	hey b4nny ( ° ͜ʖ͡°)╭∩╮
Apr 19 22:57:40 <audaxthebold>	o no
Apr 19 22:57:41 <yourtraumaqueen>	ASCENT WIN?
Apr 19 22:57:42 <ps3ia>	when banny bout to get second place aim1Whew
Apr 19 22:57:42 <currybowl>	this is insane
Apr 19 22:57:43 <putridgoblin>	FrankerZ WE FrankerZ MUST FrankerZ DOUBLE FrankerZ OUR FrankerZ MARMALOO FrankerZ SUPPORT FrankerZ .
Apr 19 22:57:43 <phorofor_>	THEY ARE TILTING LOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOL 4Head
Apr 19 22:57:43 <4gottenz>	jynxeddd: hey b4nny ( ° ͜ʖ͡°)╭∩╮
Apr 19 22:57:46 <k4cks>	WELP
Apr 19 22:57:47 <bork_oof>	nursey is carrying
